DISTRICT,DATE,COVID_COUNT,COVID_DEATHS,COVID_TEST,POSITIVITY_RATE_ALL_TESTS,COVID_COUNT_BY_SPECIMEN_COLLECTION_DATE
1,2020-04-28,88,2,570,17.11145997,105
1,2020-04-29,74,3,558,19.10828025,115
1,2020-04-30,94,10,681,12.03104787,94
1,2020-05-01,80,6,717,11.33250311,82
1,2020-05-02,69,4,347,12.91139241,54
1,2020-05-03,70,2,340,10.84656085,43
1,2020-05-04,85,2,871,9.918200409,96
1,2020-05-05,102,6,1060,13.50691619,148
1,2020-05-06,79,7,637,12.88515406,80
1,2020-05-07,90,7,807,10.58558559,84
1,2020-05-08,53,6,955,7.490636704,76
1,2020-05-09,63,4,672,11.26564673,79
1,2020-05-10,54,8,267,7.817589577,20
1,2020-05-11,83,6,886,7.414634146,68
1,2020-05-12,74,5,944,9.181818182,99
1,2020-05-13,110,4,638,7.932379714,55
1,2020-05-14,83,3,981,8.465608466,81
1,2020-05-15,75,7,1293,6.125258087,74
1,2020-05-16,41,6,629,10.38961039,69
1,2020-05-17,56,4,478,8.174904943,42
1,2020-05-18,62,8,899,8.933717579,88
1,2020-05-19,97,6,693,10.04672897,78
1,2020-05-20,79,7,984,9.506726457,97
1,2020-05-21,76,5,942,11.73752311,120
1,2020-05-22,84,3,1231,7.102272727,90
1,2020-05-23,89,3,600,10.22222222,65
1,2020-05-24,61,4,365,6.490384615,22
1,2020-05-25,34,2,256,8.223684211,23
1,2020-05-26,41,4,734,10.66666667,82
1,2020-05-27,166,2,806,8.088978766,64
1,2020-05-28,57,2,1123,7.351891506,87
1,2020-05-29,59,6,1044,5.679012346,70
1,2020-05-30,50,2,486,7.243816254,33
1,2020-05-31,33,3,356,5.769230769,19
1,2020-06-01,52,4,889,6.943192065,65
1,2020-06-02,124,4,595,4.993757803,34
1,2020-06-03,48,3,580,7.040229885,41
1,2020-06-04,52,4,719,6.4,43
1,2020-06-05,50,3,1006,4.888152444,55
1,2020-06-06,32,2,475,3.007518797,14
1,2020-06-07,27,3,328,4.545454545,22
1,2020-06-08,52,2,840,5.252918288,48
1,2020-06-09,36,4,696,6.549707602,45
1,2020-06-10,35,1,768,4.826862539,34
1,2020-06-11,28,2,956,5.348047538,48
1,2020-06-12,31,1,1084,4.754829123,53
1,2020-06-13,31,0,680,3.667481663,21
1,2020-06-14,37,0,402,4.628099174,27
1,2020-06-15,49,0,1172,4.326587579,58
1,2020-06-16,20,3,854,5.267489712,46
1,2020-06-17,92,5,1027,5.011389522,59
1,2020-06-18,47,0,1092,4.985955056,66
1,2020-06-19,43,0,1325,5.256797583,79
1,2020-06-20,50,1,709,5.244755245,43
1,2020-06-21,54,1,366,6.222222222,25
1,2020-06-22,59,1,1120,7.049418605,88
1,2020-06-23,47,0,1151,6.690909091,84
1,2020-06-24,90,0,890,6.550218341,74
1,2020-06-25,81,1,1312,6.985294118,99
1,2020-06-26,57,1,1307,6.377858002,92
1,2020-06-27,65,1,647,8.684546616,63
1,2020-06-28,51,0,493,8.731466227,41
1,2020-06-29,86,1,1233,7.293666027,99
1,2020-06-30,37,1,991,10.34749035,124
1,2020-07-01,121,1,1039,7.039187228,93
1,2020-07-02,109,1,1107,8.233815211,101
1,2020-07-03,67,1,792,8.161258604,78
1,2020-07-04,70,0,306,6.701030928,26
1,2020-07-05,45,1,421,6.500956023,33
1,2020-07-06,37,4,1538,10.39156627,190
1,2020-07-07,101,1,1333,8.657757118,138
1,2020-07-08,83,2,1178,8.825526137,119
1,2020-07-09,127,1,949,7.708933718,101
1,2020-07-10,196,1,1376,5.769230769,94
1,2020-07-11,88,0,604,6.640625,49
1,2020-07-12,43,2,594,8.157894737,56
1,2020-07-13,119,0,1548,6.663538245,121
1,2020-07-14,80,0,1142,7.119948685,95
1,2020-07-15,116,1,1262,8.803885853,124
1,2020-07-16,93,0,1352,7.260891337,123
1,2020-07-17,121,2,1676,7.391910739,149
1,2020-07-18,77,1,826,8.738828203,77
1,2020-07-19,99,0,432,5.93220339,30
1,2020-07-20,87,3,1509,6.979014153,125
1,2020-07-21,121,0,1540,8.734236338,126
1,2020-07-22,123,3,1578,7.602339181,129
1,2020-07-23,102,2,1564,7.139545665,138
1,2020-07-24,100,1,1611,6.29095675,118
1,2020-07-25,126,0,599,7.673860911,50
1,2020-07-26,81,0,427,5.545286506,34
1,2020-07-27,107,1,1463,6.158218854,119
1,2020-07-28,51,1,1461,7.249766137,108
1,2020-07-29,101,1,1346,6.232609905,95
1,2020-07-30,82,2,1442,6.311637081,98
1,2020-07-31,92,1,1596,7.139608913,127
1,2020-08-01,91,2,692,8.606557377,51
1,2020-08-02,103,1,377,3.718199609,18
1,2020-08-03,65,0,1512,7.857142857,141
1,2020-08-04,104,1,1548,6.96366782,139
1,2020-08-05,173,1,1511,6.177042802,111
1,2020-08-06,156,3,1603,7.127047366,129
1,2020-08-07,99,0,1759,7.245796637,164
1,2020-08-08,124,1,704,6.832298137,54
1,2020-08-09,94,2,469,6.08424337,41
1,2020-08-10,95,4,1645,6.855184233,144
1,2020-08-11,71,0,1474,5.882352941,125
1,2020-08-12,146,0,1444,5.799812909,121
1,2020-08-13,153,1,1427,6.28090999,124
1,2020-08-14,128,0,1574,5.991902834,128
1,2020-08-15,98,1,650,5.189189189,56
1,2020-08-16,112,1,515,4.551201011,36
1,2020-08-17,113,1,1522,5.904842821,127
1,2020-08-18,55,1,1417,6.084115966,142
1,2020-08-19,111,0,1295,5.715551617,123
1,2020-08-20,136,2,1379,6.511001347,141
1,2020-08-21,140,2,1538,4.643584521,114
1,2020-08-22,105,1,646,4.821802935,47
1,2020-08-23,102,1,514,6.114130435,48
1,2020-08-24,68,0,1471,6.606334842,138
1,2020-08-25,78,1,1335,6.062030075,125
1,2020-08-26,117,1,1139,4.224757076,100
1,2020-08-27,106,1,1237,4.898336414,110
1,2020-08-28,139,2,1233,4.631773969,91
1,2020-08-29,66,0,501,4.679144385,40
1,2020-08-30,96,1,329,5.420560748,26
1,2020-08-31,53,2,1301,6.72541744,143
1,2020-09-01,56,0,1111,5.16389762,111
1,2020-09-02,108,2,1132,5.303030303,110
1,2020-09-03,105,2,1017,6.057596822,125
1,2020-09-04,128,2,1335,4.499338333,105
1,2020-09-05,81,2,528,3.7470726,32
1,2020-09-06,89,0,310,5.454545455,24
1,2020-09-07,37,2,388,3.680981595,23
1,2020-09-08,47,1,1345,5.369369369,138
1,2020-09-09,71,4,1081,4.929895975,104
1,2020-09-10,130,2,1098,5.140388769,105
1,2020-09-11,105,1,1148,4.697156984,116
1,2020-09-12,88,0,484,4.211956522,31
1,2020-09-13,68,1,371,4.266211604,18
1,2020-09-14,58,3,1245,5.16511431,116
1,2020-09-15,44,2,1065,4.168245548,102
1,2020-09-16,97,1,905,4.101649576,82
1,2020-09-17,121,3,1036,3.982930299,102
1,2020-09-18,109,1,1025,4.102564103,75
1,2020-09-19,77,3,467,6.349206349,42
1,2020-09-20,70,2,335,3.690685413,19
1,2020-09-21,52,0,1272,5.936240381,146
1,2020-09-22,60,2,1138,5.294311082,148
1,2020-09-23,108,3,845,5.805805806,113
1,2020-09-24,150,1,1124,5.050900548,137
1,2020-09-25,114,1,1109,5.523809524,105
1,2020-09-26,103,1,482,5.828571429,53
1,2020-09-27,112,1,405,6.861313869,41
1,2020-09-28,113,1,1469,6.595881596,208
1,2020-09-29,55,2,1185,5.529010239,155
1,2020-09-30,156,1,1089,6.398005816,150
1,2020-10-01,189,2,1258,6.162361624,174
1,2020-10-02,164,1,1442,5.555555556,161
1,2020-10-03,119,4,566,7.787810384,71
1,2020-10-04,142,1,436,7.303370787,51
1,2020-10-05,91,1,1678,6.561014263,220
1,2020-10-06,100,2,1499,,198
1,2020-10-07,147,1,1328,,233
1,2020-10-08,245,2,1287,,212
1,2020-10-09,236,2,764,,143
1,2020-10-10,208,1,100,,18
1,2020-10-11,232,0,13,,3
10,2020-02-26,0,0,0,0,0
10,2020-02-27,0,0,0,0,0
10,2020-02-28,0,0,0,0,0
10,2020-02-29,0,0,0,0,0
10,2020-03-02,0,0,0,0,0
10,2020-03-03,0,0,0,0,0
10,2020-03-04,0,0,0,0,0
10,2020-03-05,0,0,0,0,0
10,2020-03-06,0,0,1,0,0
10,2020-03-07,0,0,0,0,0
10,2020-03-08,0,0,0,0,0
10,2020-03-09,0,0,0,0,0
10,2020-03-10,0,0,1,0,0
10,2020-03-11,0,0,5,0,0
10,2020-03-12,0,0,5,0,0
10,2020-03-13,0,0,6,16.66666667,1
10,2020-03-14,0,0,2,0,0
10,2020-03-15,0,0,7,14.28571429,1
10,2020-03-16,0,0,17,5.882352941,1
10,2020-03-17,0,0,24,0,0
10,2020-03-18,0,0,39,2.564102564,1
10,2020-03-19,1,0,69,7.142857143,5
10,2020-03-20,0,0,53,5.454545455,2
10,2020-03-21,1,0,64,6.25,4
10,2020-03-22,0,0,42,16.66666667,7
10,2020-03-23,2,0,70,2.816901408,4
10,2020-03-24,0,0,98,2.040816327,2
10,2020-03-25,8,0,98,11,11
10,2020-03-26,2,0,89,6.593406593,6
10,2020-03-27,10,0,59,3.278688525,2
10,2020-03-28,13,0,16,31.25,5
10,2020-03-29,0,0,26,14.81481481,5
10,2020-03-30,5,0,63,24.24242424,18
10,2020-03-31,3,0,94,6.315789474,8
10,2020-04-01,8,0,109,4.504504505,6
10,2020-04-02,17,0,155,3.773584906,7
10,2020-04-03,9,0,160,6.172839506,11
10,2020-04-04,9,0,128,7.575757576,10
10,2020-04-05,13,0,104,4.672897196,5
10,2020-04-06,10,1,179,9.340659341,17
10,2020-04-07,10,1,199,8.292682927,23
10,2020-04-08,17,1,176,7.303370787,18
10,2020-04-09,13,1,146,3.333333333,7
10,2020-04-10,6,0,107,8.108108108,7
10,2020-04-11,13,1,68,7.142857143,7
10,2020-04-12,4,0,57,5.970149254,4
10,2020-04-13,7,1,192,6.862745098,14
10,2020-04-14,16,0,171,3.783783784,5
10,2020-04-15,18,0,195,8.411214953,14
10,2020-04-16,8,0,181,6.435643564,13
10,2020-04-17,13,1,204,7.339449541,15
10,2020-04-18,15,4,90,5.454545455,10
10,2020-04-19,6,0,41,17.77777778,9
10,2020-04-20,13,4,160,10.55555556,10
10,2020-04-21,12,3,184,5.670103093,10
10,2020-04-22,16,2,160,11.23595506,17
10,2020-04-23,11,1,151,5.084745763,8
10,2020-04-24,13,3,281,6.148867314,16
10,2020-04-25,6,2,123,8.219178082,12
10,2020-04-26,8,2,127,4.379562044,5
10,2020-04-27,10,0,270,5.442176871,14
10,2020-04-28,13,0,256,4.861111111,14
10,2020-04-29,14,2,230,5.363984674,13
10,2020-04-30,11,1,230,2.380952381,5
10,2020-05-01,17,1,205,3.571428571,8
10,2020-05-02,6,1,174,4.255319149,7
10,2020-05-03,3,1,99,8.108108108,8
10,2020-05-04,9,2,579,5.22875817,32
10,2020-05-05,18,1,481,4.093567251,15
10,2020-05-06,22,1,532,2.846975089,14
10,2020-05-07,16,0,651,2.936857562,22
10,2020-05-08,14,1,569,2.809917355,15
10,2020-05-09,11,1,134,5.369127517,8
10,2020-05-10,8,0,105,5.309734513,6
10,2020-05-11,21,2,276,9.17721519,21
10,2020-05-12,20,2,194,7.04845815,14
10,2020-05-13,14,1,302,6.948640483,21
10,2020-05-14,19,1,318,4,11
10,2020-05-15,26,1,876,13.36161188,121
10,2020-05-16,43,0,165,1.162790698,2
10,2020-05-17,67,0,79,1.136363636,2
10,2020-05-18,6,2,334,6.756756757,22
10,2020-05-19,5,0,284,5.504587156,16
10,2020-05-20,18,0,293,5.074626866,16
10,2020-05-21,7,1,377,4.502369668,18
10,2020-05-22,26,0,341,3.100775194,10
10,2020-05-23,11,2,167,2.631578947,4
10,2020-05-24,16,0,115,3.053435115,3
10,2020-05-25,4,0,81,9.278350515,7
10,2020-05-26,6,0,370,5.251141553,21
10,2020-05-27,16,1,257,4.166666667,10
10,2020-05-28,20,0,356,3.712871287,14
10,2020-05-29,9,0,379,3.209876543,13
10,2020-05-30,14,0,192,3.414634146,7
10,2020-05-31,11,0,182,4.522613065,8
10,2020-06-01,10,1,426,4.458598726,17
10,2020-06-02,14,0,293,6.725146199,21
10,2020-06-03,14,1,434,4.008016032,18
10,2020-06-04,16,0,476,3.743315508,20
10,2020-06-05,16,2,465,3.262955854,16
10,2020-06-06,18,0,181,3.317535545,5
10,2020-06-07,12,0,157,4.761904762,9
10,2020-06-08,14,0,425,4.948453608,23
10,2020-06-09,10,0,247,4.240282686,10
10,2020-06-10,18,0,400,8.178438662,45
10,2020-06-11,22,0,953,1.568265683,15
10,2020-06-12,22,1,724,1.019252548,7
10,2020-06-13,22,0,378,1.49750416,9
10,2020-06-14,10,1,188,0.904977376,1
10,2020-06-15,8,0,909,2.335025381,22
10,2020-06-16,12,0,684,1.682692308,10
10,2020-06-17,20,0,635,2.649930265,18
10,2020-06-18,7,3,868,1.848049281,16
10,2020-06-19,12,1,826,1.785714286,14
10,2020-06-20,15,0,385,1.393188854,6
10,2020-06-21,11,0,127,1.630434783,3
10,2020-06-22,8,1,794,3.548387097,31
10,2020-06-23,19,0,511,1.510067114,14
10,2020-06-24,23,0,663,2.393617021,23
10,2020-06-25,13,2,553,3.32278481,25
10,2020-06-26,22,0,670,3.501945525,37
10,2020-06-27,25,1,316,2.284263959,14
10,2020-06-28,21,1,312,2.941176471,17
10,2020-06-29,19,1,710,4.267589389,44
10,2020-06-30,36,0,693,4.387990762,52
10,2020-07-01,44,0,569,6.240713224,47
10,2020-07-02,49,0,715,4.812206573,52
10,2020-07-03,42,1,584,3.225806452,35
10,2020-07-04,48,0,287,8.978328173,37
10,2020-07-05,35,0,384,6.422018349,36
10,2020-07-06,58,0,867,6.541129832,87
10,2020-07-07,46,0,894,6.255924171,78
10,2020-07-08,65,0,820,7.067510549,95
10,2020-07-09,101,0,1061,5.695687551,100
10,2020-07-10,78,1,1039,5.615384615,91
10,2020-07-11,70,0,921,6.557377049,76
10,2020-07-12,70,1,726,8.023952096,83
10,2020-07-13,118,0,1133,6.558533145,108
10,2020-07-14,102,1,1340,6.724782067,126
10,2020-07-15,99,0,1202,5.82010582,110
10,2020-07-16,93,1,1466,6.107275624,135
10,2020-07-17,96,0,1354,4.781105991,92
10,2020-07-18,134,0,752,4.955947137,57
10,2020-07-19,81,0,600,6.164383562,65
10,2020-07-20,80,0,1156,5.310971349,110
10,2020-07-21,114,2,1227,6.534653465,111
10,2020-07-22,95,2,1232,6.717850288,106
10,2020-07-23,111,2,1145,6.440903054,106
10,2020-07-24,101,1,1119,5.929586164,92
10,2020-07-25,96,1,492,7.763975155,54
10,2020-07-26,46,1,327,7.529411765,49
10,2020-07-27,87,0,875,6.628242075,88
10,2020-07-28,76,0,928,7.222222222,105
10,2020-07-29,93,4,883,5.945499587,77
10,2020-07-30,96,4,879,7.208717519,89
10,2020-07-31,98,1,818,6.008583691,78
10,2020-08-01,68,0,492,7.331378299,59
10,2020-08-02,55,0,365,8.216432866,49
10,2020-08-03,77,1,893,5.781142464,103
10,2020-08-04,77,1,941,5.051194539,80
10,2020-08-05,91,0,842,6.699751861,112
10,2020-08-06,116,1,908,4.616588419,73
10,2020-08-07,72,1,933,4.222520107,76
10,2020-08-08,81,0,463,4.140127389,51
10,2020-08-09,59,0,290,4.282115869,27
10,2020-08-10,55,0,963,4.23216445,80
10,2020-08-11,52,1,872,5.677154583,90
10,2020-08-12,73,2,858,5.218012866,91
10,2020-08-13,88,0,766,3.858267717,61
10,2020-08-14,90,2,819,4.96350365,78
10,2020-08-15,53,2,394,6.019417476,48
10,2020-08-16,53,2,320,5.429864253,38
10,2020-08-17,70,2,1023,5.802047782,132
10,2020-08-18,68,0,990,4.6875,99
10,2020-08-19,99,2,915,4.86522025,91
10,2020-08-20,110,0,1025,3.977968176,67
10,2020-08-21,91,2,947,3.203817314,57
10,2020-08-22,37,1,422,5.653710247,49
10,2020-08-23,50,1,457,4.576271186,44
10,2020-08-24,58,2,987,6.296547055,120
10,2020-08-25,108,0,897,5.490654206,115
10,2020-08-26,94,0,885,4.350453172,101
10,2020-08-27,109,2,930,3.723056826,73
10,2020-08-28,86,0,983,3.495260664,78
10,2020-08-29,80,0,421,3.966942149,43
10,2020-08-30,74,0,293,4.47761194,49
10,2020-08-31,56,3,1013,4.149377593,87
10,2020-09-01,62,0,987,3.868471954,103
10,2020-09-02,84,2,908,3.615098352,87
10,2020-09-03,94,0,823,3.639417693,95
10,2020-09-04,99,2,857,3.961661342,84
10,2020-09-05,66,1,387,4.012345679,62
10,2020-09-06,54,0,278,5.227272727,50
10,2020-09-07,65,2,309,7.407407407,48
10,2020-09-08,42,1,1055,4.045770331,125
10,2020-09-09,125,0,965,3.940042827,134
10,2020-09-10,145,1,1027,3.962030541,143
10,2020-09-11,120,2,1048,3.698868581,123
10,2020-09-12,105,0,492,3.125,64
10,2020-09-13,99,2,379,3.327495622,57
10,2020-09-14,95,2,876,4.481927711,158
10,2020-09-15,115,3,810,5.953933073,185
10,2020-09-16,109,2,880,4.265402844,145
10,2020-09-17,138,1,880,5.062082139,132
10,2020-09-18,145,1,793,5.826330532,119
10,2020-09-19,145,0,430,7.751937984,82
10,2020-09-20,89,0,342,4.812834225,70
10,2020-09-21,116,1,796,6.274703557,145
10,2020-09-22,108,0,836,3.766666667,154
10,2020-09-23,99,3,844,6.335282651,171
10,2020-09-24,175,4,802,5.400192864,121
10,2020-09-25,147,2,776,7.265877287,147
10,2020-09-26,144,4,406,4.181184669,84
10,2020-09-27,133,1,316,9.1796875,102
10,2020-09-28,137,3,783,10.19167835,272
10,2020-09-29,153,6,956,5.204460967,204
10,2020-09-30,203,3,916,7.341352136,191
10,2020-10-01,164,5,860,7.817911925,189
10,2020-10-02,224,2,784,7.520325203,194
10,2020-10-03,170,4,509,5.162064826,101
10,2020-10-04,140,1,363,7.785467128,90
10,2020-10-05,114,1,997,8.601694915,232
10,2020-10-06,196,4,1085,,244
10,2020-10-07,162,3,925,,229
10,2020-10-08,240,5,922,,223
10,2020-10-09,280,2,641,,125
10,2020-10-10,217,2,455,,94
10,2020-10-11,194,1,99,,19
2,2020-02-26,0,0,0,0,0
2,2020-02-27,0,0,0,0,0
2,2020-02-28,0,0,0,0,0
2,2020-02-29,0,0,0,0,0
2,2020-03-02,0,0,0,0,0
2,2020-03-03,0,0,0,0,0
2,2020-03-04,0,0,0,0,0
2,2020-03-05,0,0,1,0,0
2,2020-03-06,0,0,1,0,0
2,2020-03-07,0,0,0,0,0
2,2020-03-08,0,0,1,0,0
2,2020-03-09,0,0,3,33.33333333,1
2,2020-03-10,0,0,5,0,0
2,2020-03-11,0,0,10,0,0
2,2020-03-12,1,0,34,11.76470588,4
2,2020-03-13,0,0,64,0,0
2,2020-03-14,0,0,37,5.405405405,2
2,2020-03-15,0,0,38,7.894736842,3
2,2020-03-16,0,0,139,3.597122302,6
2,2020-03-17,0,0,148,2.027027027,3
2,2020-03-18,2,0,99,8.080808081,10
2,2020-03-19,3,0,177,7.90960452,16
2,2020-03-20,1,0,137,10.14492754,14
2,2020-03-21,2,0,75,7.792207792,5
2,2020-03-22,4,0,53,1.886792453,1
2,2020-03-23,7,1,189,10.20408163,18
2,2020-03-24,5,0,143,4.895104895,6
2,2020-03-25,5,0,174,7.954545455,23
2,2020-03-26,12,0,162,7.692307692,14
2,2020-03-27,7,0,139,5.594405594,11
2,2020-03-28,2,0,51,7.272727273,5
2,2020-03-29,6,1,38,18.42105263,7
2,2020-03-30,22,1,148,18.47133758,30
2,2020-03-31,9,0,143,7.792207792,14
2,2020-04-01,15,1,149,7.236842105,10
2,2020-04-02,13,0,148,8.823529412,18
2,2020-04-03,23,0,130,11.42857143,16
2,2020-04-04,21,0,94,14.42307692,12
2,2020-04-05,17,1,90,9.708737864,7
2,2020-04-06,26,0,219,10.63829787,27
2,2020-04-07,20,0,175,7.486631016,18
2,2020-04-08,19,1,136,7.482993197,12
2,2020-04-09,25,0,233,14.74103586,40
2,2020-04-10,22,1,224,15.02145923,36
2,2020-04-11,26,1,113,26.44628099,31
2,2020-04-12,11,1,176,26.34408602,59
2,2020-04-13,55,1,406,10.95571096,56
2,2020-04-14,45,0,521,12.20825853,54
2,2020-04-15,50,2,493,10.38461538,50
2,2020-04-16,60,0,487,4.914933837,24
2,2020-04-17,54,1,529,6.702898551,47
2,2020-04-18,19,1,178,5.911330049,12
2,2020-04-19,24,1,204,12.10762332,25
2,2020-04-20,37,0,567,8.55704698,51
2,2020-04-21,29,1,459,8.888888889,42
2,2020-04-22,40,3,517,9.54954955,59
2,2020-04-23,59,0,649,10.46511628,72
2,2020-04-24,64,2,523,6.315789474,30
2,2020-04-25,48,3,214,7.228915663,15
2,2020-04-26,30,2,172,6,14
2,2020-04-27,45,4,589,7.882534776,43
2,2020-04-28,36,0,632,5.991440799,29
2,2020-04-29,24,0,801,5.041031653,34
2,2020-04-30,26,3,760,5.339805825,40
2,2020-05-01,7,3,637,7.428571429,56
2,2020-05-02,34,2,276,6.129032258,13
2,2020-05-03,21,5,165,6.763285024,13
2,2020-05-04,40,0,645,7.382550336,50
2,2020-05-05,48,5,616,5.673758865,43
2,2020-05-06,45,0,678,5.613577023,40
2,2020-05-07,64,1,854,6.870229008,71
2,2020-05-08,41,1,710,10,75
2,2020-05-09,75,2,302,7.44047619,26
2,2020-05-10,36,1,148,5.649717514,12
2,2020-05-11,58,3,910,8.834951456,111
2,2020-05-12,30,1,832,8.156779661,76
2,2020-05-13,92,2,783,8.675799087,81
2,2020-05-14,49,1,782,5.934065934,56
2,2020-05-15,67,1,1088,9.287429944,123
2,2020-05-16,56,1,296,8.284023669,29
2,2020-05-17,37,0,228,8.561643836,26
2,2020-05-18,80,3,1014,8.830950378,112
2,2020-05-19,94,2,1002,6.533101045,91
2,2020-05-20,91,1,954,9.225092251,101
2,2020-05-21,79,2,980,7.014388489,90
2,2020-05-22,80,0,1138,8.027522936,107
2,2020-05-23,88,2,314,7.567567568,27
2,2020-05-24,42,0,165,9.134615385,16
2,2020-05-25,103,0,141,10.98901099,18
2,2020-05-26,34,0,1245,9.068476249,151
2,2020-05-27,39,0,927,10.66308244,115
2,2020-05-28,105,2,960,9.341637011,103
2,2020-05-29,137,2,1131,8.810240964,111
2,2020-05-30,85,3,361,9.330143541,39
2,2020-05-31,55,1,279,8.256880734,32
2,2020-06-01,108,1,1230,12.76891048,193
2,2020-06-02,86,1,1043,9.409888357,120
2,2020-06-03,129,1,1157,7.875722543,114
2,2020-06-04,146,1,1179,8.999280058,145
2,2020-06-05,91,4,1243,7.481629927,105
2,2020-06-06,149,0,390,6.140350877,39
2,2020-06-07,56,0,253,12.16216216,35
2,2020-06-08,90,1,1540,9.526462396,183
2,2020-06-09,76,2,1103,8.491947291,121
2,2020-06-10,108,2,1330,7.956715468,145
2,2020-06-11,88,3,1452,7.564469914,134
2,2020-06-12,147,0,1449,6.277056277,116
2,2020-06-13,108,1,603,5.436337625,41
2,2020-06-14,107,2,262,11.83098592,53
2,2020-06-15,125,2,1680,6.492890995,147
2,2020-06-16,59,0,1403,6.205770278,120
2,2020-06-17,180,3,1644,6.954436451,143
2,2020-06-18,116,2,1377,4.845814978,95
2,2020-06-19,101,0,1341,4.761904762,81
2,2020-06-20,101,3,422,8.494208494,48
2,2020-06-21,52,0,224,6.703910615,26
2,2020-06-22,77,3,1307,8.006626173,152
2,2020-06-23,73,1,1405,5.63598759,122
2,2020-06-24,170,1,1229,6.679151061,111
2,2020-06-25,99,3,1251,6.484235574,103
2,2020-06-26,122,3,1268,7.369062119,125
2,2020-06-27,89,2,396,6.655290102,42
2,2020-06-28,50,1,339,11.48325359,50
2,2020-06-29,65,0,1408,7.593582888,138
2,2020-06-30,83,2,1286,7.038834951,129
2,2020-07-01,73,1,1309,6.583917971,112
2,2020-07-02,64,0,1287,8.225352113,152
2,2020-07-03,176,2,524,7.038512616,49
2,2020-07-04,133,2,181,8.300395257,25
2,2020-07-05,43,6,350,9.403669725,59
2,2020-07-06,44,5,1468,9.233097881,184
2,2020-07-07,118,2,1532,8.15324165,172
2,2020-07-08,82,2,1442,7.668393782,149
2,2020-07-09,78,4,1229,7.413893754,130
2,2020-07-10,140,0,1436,8.358509567,156
2,2020-07-11,146,3,350,7.083333333,43
2,2020-07-12,128,3,340,7.207207207,47
2,2020-07-13,100,0,1747,8.676171079,221
2,2020-07-14,179,1,1715,7.903780069,191
2,2020-07-15,111,2,1758,6.658446363,147
2,2020-07-16,141,4,1967,6.401249024,151
2,2020-07-17,119,4,1673,7.309688581,154
2,2020-07-18,175,2,445,6.239460371,36
2,2020-07-19,110,3,220,6.432748538,18
2,2020-07-20,90,3,1378,6.91943128,124
2,2020-07-21,148,1,1576,5.951840073,125
2,2020-07-22,104,5,1564,6.619903551,125
2,2020-07-23,145,1,1512,5.979005021,134
2,2020-07-24,128,3,1483,7.034938621,119
2,2020-07-25,106,4,449,8.403361345,47
