Date,County,ED Visit Count,Hospitalization Count
2020-05-20,Johnson,7,3
2020-05-21,Johnson,5,2
2020-05-22,Johnson,3,1
2020-05-23,Johnson,2,0
2020-05-24,Johnson,0,0
2020-05-25,Johnson,0,0
2020-05-26,Johnson,5,2
2020-05-27,Johnson,1,0
2020-05-28,Johnson,0,0
2020-05-29,Johnson,4,0
2020-05-30,Johnson,4,1
2020-05-31,Johnson,2,0
2020-06-01,Johnson,0,1
2020-06-02,Johnson,0,0
2020-06-03,Johnson,5,1
2020-06-04,Johnson,4,0
2020-06-05,Johnson,0,0
2020-06-06,Johnson,0,0
2020-06-07,Johnson,1,1
2020-06-08,Johnson,0,1
2020-06-09,Johnson,3,1
2020-06-10,Johnson,0,0
2020-06-11,Johnson,1,0
2020-06-12,Johnson,1,1
2020-06-13,Johnson,0,1
2020-06-14,Johnson,1,1
2020-06-15,Johnson,0,0
2020-06-16,Johnson,2,0
2020-06-17,Johnson,1,0
2020-06-18,Johnson,5,1
2020-06-19,Johnson,0,0
2020-06-20,Johnson,0,0
2020-06-21,Johnson,0,0
2020-06-22,Johnson,4,0
2020-06-23,Johnson,2,0
2020-06-24,Johnson,1,0
2020-06-25,Johnson,2,1
2020-06-26,Johnson,0,0
2020-06-27,Johnson,1,0
2020-06-28,Johnson,2,0
2020-06-29,Johnson,0,0
2020-06-30,Johnson,4,0
2020-07-01,Johnson,2,1
2020-07-02,Johnson,4,2
2020-07-03,Johnson,5,1
2020-07-04,Johnson,4,3
2020-07-05,Johnson,0,0
2020-07-06,Johnson,3,0
2020-07-07,Johnson,3,0
2020-07-08,Johnson,4,1
2020-07-09,Johnson,2,1
2020-07-10,Johnson,5,2
2020-07-11,Johnson,5,1
2020-07-12,Johnson,6,0
2020-07-13,Johnson,2,0
2020-07-14,Johnson,2,0
2020-07-15,Johnson,4,3
2020-07-16,Johnson,3,0
2020-07-17,Johnson,4,0
2020-07-18,Johnson,2,1
2020-07-19,Johnson,4,1
2020-07-20,Johnson,4,0
2020-07-21,Johnson,0,1
2020-07-22,Johnson,5,1
2020-07-23,Johnson,3,0
2020-07-24,Johnson,1,0
2020-07-25,Johnson,5,1
2020-07-26,Johnson,3,1
2020-07-27,Johnson,2,2
2020-07-28,Johnson,3,2
2020-07-29,Johnson,2,0
2020-07-30,Johnson,3,3
2020-07-31,Johnson,10,6
2020-08-01,Johnson,5,1
2020-08-02,Johnson,4,2
2020-08-03,Johnson,3,0
2020-08-04,Johnson,3,2
2020-08-05,Johnson,3,1
2020-08-06,Johnson,1,0
2020-08-07,Johnson,4,0
2020-08-08,Johnson,1,1
2020-08-09,Johnson,5,1
2020-08-10,Johnson,3,2
2020-08-11,Johnson,4,1
2020-08-12,Johnson,3,1
2020-08-13,Johnson,5,1
2020-08-14,Johnson,2,1
2020-08-15,Johnson,1,0
2020-08-16,Johnson,4,1
2020-08-17,Johnson,2,0
2020-08-18,Johnson,0,0
2020-08-19,Johnson,5,0
2020-08-20,Johnson,1,0
2020-08-21,Johnson,1,0
2020-08-22,Johnson,3,1
2020-08-23,Johnson,4,1
2020-08-24,Johnson,8,1
2020-08-25,Johnson,3,3
2020-08-26,Johnson,3,1
2020-08-27,Johnson,5,1
2020-08-28,Johnson,3,1
2020-08-29,Johnson,2,1
2020-08-30,Johnson,3,0
2020-08-31,Johnson,6,2
2020-09-01,Johnson,2,0
2020-09-02,Johnson,1,0
2020-09-03,Johnson,3,1
2020-09-04,Johnson,1,0
2020-09-05,Johnson,2,1
2020-09-06,Johnson,4,1
2020-09-07,Johnson,3,1
2020-09-08,Johnson,1,2
2020-09-09,Johnson,0,0
2020-09-10,Johnson,3,2
2020-09-11,Johnson,3,0
2020-09-12,Johnson,4,0
2020-09-13,Johnson,1,0
2020-09-14,Johnson,2,0
2020-09-15,Johnson,2,0
2020-09-16,Johnson,3,2
2020-09-17,Johnson,3,2
2020-09-18,Johnson,4,1
2020-09-19,Johnson,0,0
2020-09-20,Johnson,1,1
2020-09-21,Johnson,0,1
2020-09-22,Johnson,0,0
2020-09-23,Johnson,1,1
2020-09-24,Johnson,4,1
2020-09-25,Johnson,6,1
2020-09-26,Johnson,2,0
2020-09-27,Johnson,1,1
2020-09-28,Johnson,1,1
2020-09-29,Johnson,4,1
2020-09-30,Johnson,3,0
2020-10-01,Johnson,3,0
2020-10-02,Johnson,4,1
2020-10-03,Johnson,1,1
2020-10-04,Johnson,4,0
2020-10-05,Johnson,1,1
2020-10-06,Johnson,4,0
2020-10-07,Johnson,6,2
2020-10-08,Johnson,3,1
2020-10-09,Johnson,8,2
2020-10-10,Johnson,2,0
2020-10-11,Johnson,5,0
2020-10-12,Johnson,9,3
2020-10-13,Johnson,2,1
2020-10-14,Johnson,2,0
2020-10-15,Johnson,6,1
2020-10-16,Johnson,2,2
2020-10-17,Johnson,6,3
2020-10-18,Johnson,2,1
2020-10-19,Johnson,8,3
2020-10-20,Johnson,3,0
2020-10-21,Johnson,4,1
2020-10-22,Johnson,4,4
2020-10-23,Johnson,7,2
2020-10-24,Johnson,5,1
2020-10-25,Johnson,6,1
2020-10-26,Johnson,4,2
2020-10-27,Johnson,1,2
2020-10-28,Johnson,6,3
2020-10-29,Johnson,1,1
2020-10-30,Johnson,4,1
2020-10-31,Johnson,2,1
2020-11-01,Johnson,9,1
2020-11-02,Johnson,12,1
2020-11-03,Johnson,1,1
2020-11-04,Johnson,4,1
2020-11-05,Johnson,7,3
2020-11-06,Johnson,14,5
2020-11-07,Johnson,15,4
2020-11-08,Johnson,10,2
2020-11-09,Johnson,14,6
2020-11-10,Johnson,16,8
2020-11-11,Johnson,9,2
2020-11-12,Johnson,11,3
2020-11-13,Johnson,9,7
2020-11-14,Johnson,10,5
2020-11-15,Johnson,6,2
2020-03-01,Knox,0,0
2020-03-02,Knox,0,0
2020-03-03,Knox,0,0
2020-03-04,Knox,1,0
2020-03-05,Knox,0,0
2020-03-06,Knox,2,0
2020-03-07,Knox,1,0
2020-03-08,Knox,0,0
2020-03-09,Knox,0,0
2020-03-10,Knox,0,0
2020-03-11,Knox,1,1
2020-03-12,Knox,0,0
2020-03-13,Knox,1,1
2020-03-14,Knox,0,0
2020-03-15,Knox,1,0
2020-03-16,Knox,0,0
2020-03-17,Knox,0,0
2020-03-18,Knox,1,0
2020-03-19,Knox,0,0
2020-03-20,Knox,1,0
2020-03-21,Knox,1,0
2020-03-22,Knox,1,0
2020-03-23,Knox,1,0
2020-03-24,Knox,0,1
2020-03-25,Knox,1,0
2020-03-26,Knox,1,1
2020-03-27,Knox,0,1
2020-03-28,Knox,1,0
2020-03-29,Knox,0,0
2020-03-30,Knox,0,0
2020-03-31,Knox,0,1
2020-04-01,Knox,0,0
2020-04-02,Knox,0,0
2020-04-03,Knox,0,0
2020-04-04,Knox,0,0
2020-04-05,Knox,1,1
2020-04-06,Knox,0,0
2020-04-07,Knox,0,1
2020-04-08,Knox,0,0
2020-04-09,Knox,1,1
2020-04-10,Knox,0,0
2020-04-11,Knox,0,1
2020-04-12,Knox,0,0
2020-04-13,Knox,0,0
2020-04-14,Knox,0,0
2020-04-15,Knox,0,0
2020-04-16,Knox,0,0
2020-04-17,Knox,0,1
2020-04-18,Knox,0,0
2020-04-19,Knox,0,0
2020-04-20,Knox,0,0
2020-04-21,Knox,0,0
2020-04-22,Knox,0,0
2020-04-23,Knox,2,0
2020-04-24,Knox,0,0
2020-04-25,Knox,1,1
2020-04-26,Knox,0,0
2020-04-27,Knox,1,0
2020-04-28,Knox,0,0
2020-04-29,Knox,0,0
2020-04-30,Knox,0,0
2020-05-01,Knox,0,0
2020-05-02,Knox,0,0
2020-05-03,Knox,0,0
2020-05-04,Knox,0,0
2020-05-05,Knox,0,0
2020-05-06,Knox,1,1
2020-05-07,Knox,0,0
2020-05-08,Knox,1,0
2020-05-09,Knox,0,0
2020-05-10,Knox,0,0
2020-05-11,Knox,1,1
2020-05-12,Knox,0,0
2020-05-13,Knox,0,0
2020-05-14,Knox,2,0
2020-05-15,Knox,1,0
2020-05-16,Knox,0,0
2020-05-17,Knox,0,0
2020-05-18,Knox,2,0
2020-05-19,Knox,1,1
2020-05-20,Knox,0,0
2020-05-21,Knox,0,0
2020-05-22,Knox,0,0
2020-05-23,Knox,0,1
2020-05-24,Knox,0,0
2020-05-25,Knox,2,0
2020-05-26,Knox,0,0
2020-05-27,Knox,0,1
2020-05-28,Knox,1,0
2020-05-29,Knox,1,0
2020-05-30,Knox,0,0
2020-05-31,Knox,0,0
2020-06-01,Knox,1,1
2020-06-02,Knox,1,0
2020-06-03,Knox,0,0
2020-06-04,Knox,1,0
2020-06-05,Knox,1,0
2020-06-06,Knox,1,1
2020-06-07,Knox,0,0
2020-06-08,Knox,0,0
2020-06-09,Knox,0,0
2020-06-10,Knox,0,0
2020-06-11,Knox,2,0
2020-06-12,Knox,1,1
2020-06-13,Knox,0,0
2020-06-14,Knox,1,0
2020-06-15,Knox,0,0
2020-06-16,Knox,2,0
2020-06-17,Knox,1,0
2020-06-18,Knox,1,0
2020-06-19,Knox,2,0
2020-06-20,Knox,1,0
2020-06-21,Knox,0,0
2020-06-22,Knox,0,0
2020-06-23,Knox,1,0
2020-06-24,Knox,0,0
2020-06-25,Knox,1,0
2020-06-26,Knox,1,0
2020-06-27,Knox,0,0
2020-06-28,Knox,3,1
2020-06-29,Knox,1,0
2020-06-30,Knox,1,0
2020-07-01,Knox,0,0
2020-07-02,Knox,1,0
2020-07-03,Knox,1,0
2020-07-04,Knox,1,0
2020-07-05,Knox,2,0
2020-07-06,Knox,0,0
2020-07-07,Knox,1,0
2020-07-08,Knox,0,0
2020-07-09,Knox,1,0
2020-07-10,Knox,2,0
2020-07-11,Knox,2,1
2020-07-12,Knox,0,0
2020-07-13,Knox,0,0
2020-07-14,Knox,1,0
2020-07-15,Knox,0,0
2020-07-16,Knox,0,0
2020-07-17,Knox,0,0
2020-07-18,Knox,1,1
2020-07-19,Knox,0,1
2020-07-20,Knox,2,1
2020-07-21,Knox,0,0
2020-07-22,Knox,0,0
2020-07-23,Knox,0,0
2020-07-24,Knox,0,0
2020-07-25,Knox,1,0
2020-07-26,Knox,1,0
2020-07-27,Knox,0,0
2020-07-28,Knox,1,1
2020-07-29,Knox,0,0
2020-07-30,Knox,0,0
2020-07-31,Knox,1,1
2020-08-01,Knox,2,2
2020-08-02,Knox,1,1
2020-08-03,Knox,2,0
2020-08-04,Knox,2,1
2020-08-05,Knox,0,0
2020-08-06,Knox,0,0
2020-08-07,Knox,0,0
2020-08-08,Knox,1,0
2020-08-09,Knox,3,0
2020-08-10,Knox,1,1
2020-08-11,Knox,0,0
2020-08-12,Knox,0,0
2020-08-13,Knox,1,1
2020-08-14,Knox,1,0
2020-08-15,Knox,1,2
2020-08-16,Knox,1,1
2020-08-17,Knox,1,0
2020-08-18,Knox,1,0
2020-08-19,Knox,1,1
2020-08-20,Knox,1,1
2020-08-21,Knox,1,1
2020-08-22,Knox,0,2
2020-08-23,Knox,0,0
2020-08-24,Knox,0,1
2020-08-25,Knox,3,4
2020-08-26,Knox,3,0
2020-08-27,Knox,0,1
2020-08-28,Knox,0,0
2020-08-29,Knox,1,0
2020-08-30,Knox,1,1
2020-08-31,Knox,2,1
2020-09-01,Knox,0,0
2020-09-02,Knox,3,1
2020-09-03,Knox,2,0
2020-09-04,Knox,2,2
2020-09-05,Knox,0,1
2020-09-06,Knox,5,0
2020-09-07,Knox,6,1
2020-09-08,Knox,3,2
2020-09-09,Knox,2,2
2020-09-10,Knox,3,0
2020-09-11,Knox,3,2
2020-09-12,Knox,2,0
2020-09-13,Knox,1,1
2020-09-14,Knox,3,1
2020-09-15,Knox,3,3
2020-09-16,Knox,2,3
2020-09-17,Knox,0,2
2020-09-18,Knox,3,4
2020-09-19,Knox,1,0
2020-09-20,Knox,2,2
2020-09-21,Knox,1,1
2020-09-22,Knox,3,0
2020-09-23,Knox,3,1
2020-09-24,Knox,2,0
2020-09-25,Knox,0,0
2020-09-26,Knox,2,1
2020-09-27,Knox,1,0
2020-09-28,Knox,1,0
2020-09-29,Knox,0,0
2020-09-30,Knox,2,0
2020-10-01,Knox,0,0
2020-10-02,Knox,0,0
2020-10-03,Knox,1,0
2020-10-04,Knox,2,2
2020-10-05,Knox,5,0
2020-10-06,Knox,2,0
2020-10-07,Knox,1,0
2020-10-08,Knox,1,0
2020-10-09,Knox,2,2
2020-10-10,Knox,2,0
2020-10-11,Knox,4,2
2020-10-12,Knox,4,0
2020-10-13,Knox,1,1
2020-10-14,Knox,0,0
2020-10-15,Knox,4,3
2020-10-16,Knox,3,2
2020-10-17,Knox,4,3
2020-10-18,Knox,1,0
2020-10-19,Knox,5,2
2020-10-20,Knox,2,1
2020-10-21,Knox,8,2
2020-10-22,Knox,3,2
2020-10-23,Knox,0,0
2020-10-24,Knox,3,1
2020-10-25,Knox,3,1
2020-10-26,Knox,2,1
2020-10-27,Knox,4,1
2020-10-28,Knox,3,4
2020-10-29,Knox,6,2
2020-10-30,Knox,8,1
2020-10-31,Knox,3,0
2020-11-01,Knox,3,1
2020-11-02,Knox,3,1
2020-11-03,Knox,3,1
2020-11-04,Knox,7,5
2020-11-05,Knox,7,4
2020-11-06,Knox,9,4
2020-11-07,Knox,6,5
2020-11-08,Knox,7,5
2020-11-09,Knox,8,1
2020-11-10,Knox,5,2
2020-11-11,Knox,3,1
2020-11-12,Knox,2,2
2020-11-13,Knox,7,1
2020-11-14,Knox,1,0
2020-11-15,Knox,2,0
2020-03-01,Kosciusko,0,0
2020-03-02,Kosciusko,0,0
2020-03-03,Kosciusko,0,0
2020-03-04,Kosciusko,0,0
2020-03-05,Kosciusko,1,0
2020-03-06,Kosciusko,0,0
2020-03-07,Kosciusko,0,0
2020-03-08,Kosciusko,0,0
2020-03-09,Kosciusko,0,0
2020-03-10,Kosciusko,0,0
2020-03-11,Kosciusko,0,0
2020-03-12,Kosciusko,0,0
2020-03-13,Kosciusko,0,0
2020-03-14,Kosciusko,0,0
2020-03-15,Kosciusko,0,0
2020-03-16,Kosciusko,0,0
2020-03-17,Kosciusko,0,0
2020-03-18,Kosciusko,0,0
2020-03-19,Kosciusko,0,0
2020-03-20,Kosciusko,0,0
2020-03-21,Kosciusko,0,0
2020-03-22,Kosciusko,0,0
2020-03-23,Kosciusko,1,0
2020-03-24,Kosciusko,0,0
2020-03-25,Kosciusko,1,0
2020-03-26,Kosciusko,0,0
2020-03-27,Kosciusko,0,0
2020-03-28,Kosciusko,0,0
2020-03-29,Kosciusko,0,0
2020-03-30,Kosciusko,0,0
2020-03-31,Kosciusko,0,1
2020-04-01,Kosciusko,1,0
2020-04-02,Kosciusko,0,0
2020-04-03,Kosciusko,0,0
2020-04-04,Kosciusko,1,1
2020-04-05,Kosciusko,0,0
2020-04-06,Kosciusko,0,0
2020-04-07,Kosciusko,1,1
2020-04-08,Kosciusko,0,0
2020-04-09,Kosciusko,0,0
2020-04-10,Kosciusko,0,0
2020-04-11,Kosciusko,2,2
2020-04-12,Kosciusko,2,3
2020-04-13,Kosciusko,0,0
2020-04-14,Kosciusko,0,0
2020-04-15,Kosciusko,0,0
2020-04-16,Kosciusko,0,0
2020-04-17,Kosciusko,0,0
2020-04-18,Kosciusko,0,0
2020-04-19,Kosciusko,0,0
2020-04-20,Kosciusko,1,0
2020-04-21,Kosciusko,0,0
2020-04-22,Kosciusko,2,1
2020-04-23,Kosciusko,0,0
2020-04-24,Kosciusko,0,0
2020-04-25,Kosciusko,0,0
2020-04-26,Kosciusko,0,0
2020-04-27,Kosciusko,0,0
2020-04-28,Kosciusko,0,0
2020-04-29,Kosciusko,0,0
2020-04-30,Kosciusko,1,0
2020-05-01,Kosciusko,1,2
2020-05-02,Kosciusko,0,0
2020-05-03,Kosciusko,0,0
2020-05-04,Kosciusko,0,0
2020-05-05,Kosciusko,0,0
2020-05-06,Kosciusko,0,0
2020-05-07,Kosciusko,0,0
2020-05-08,Kosciusko,2,0
2020-05-09,Kosciusko,1,0
2020-05-10,Kosciusko,0,0
2020-05-11,Kosciusko,1,0
2020-05-12,Kosciusko,0,1
2020-05-13,Kosciusko,1,1
2020-05-14,Kosciusko,5,1
2020-05-15,Kosciusko,0,0
2020-05-16,Kosciusko,1,0
2020-05-17,Kosciusko,0,0
2020-05-18,Kosciusko,0,0
2020-05-19,Kosciusko,1,0
2020-05-20,Kosciusko,2,1
2020-05-21,Kosciusko,2,1
2020-05-22,Kosciusko,4,1
2020-05-23,Kosciusko,0,0
2020-05-24,Kosciusko,2,2
2020-05-25,Kosciusko,1,0
2020-05-26,Kosciusko,2,0
2020-05-27,Kosciusko,1,2
2020-05-28,Kosciusko,1,1
2020-05-29,Kosciusko,0,0
2020-05-30,Kosciusko,1,1
2020-05-31,Kosciusko,2,0
2020-06-01,Kosciusko,3,2
2020-06-02,Kosciusko,3,3
2020-06-03,Kosciusko,3,1
2020-06-04,Kosciusko,2,0
2020-06-05,Kosciusko,2,3
2020-06-06,Kosciusko,0,0
2020-06-07,Kosciusko,1,0
2020-06-08,Kosciusko,3,2
2020-06-09,Kosciusko,2,1
2020-06-10,Kosciusko,5,0
2020-06-11,Kosciusko,2,3
2020-06-12,Kosciusko,0,0
2020-06-13,Kosciusko,2,0
2020-06-14,Kosciusko,2,2
2020-06-15,Kosciusko,2,1
2020-06-16,Kosciusko,0,0
2020-06-17,Kosciusko,1,2
2020-06-18,Kosciusko,0,0
2020-06-19,Kosciusko,0,1
2020-06-20,Kosciusko,0,0
2020-06-21,Kosciusko,1,1
2020-06-22,Kosciusko,0,0
2020-06-23,Kosciusko,1,0
2020-06-24,Kosciusko,2,1
2020-06-25,Kosciusko,1,1
2020-06-26,Kosciusko,2,0
2020-06-27,Kosciusko,3,2
2020-06-28,Kosciusko,0,0
2020-06-29,Kosciusko,1,1
2020-06-30,Kosciusko,0,2
2020-07-01,Kosciusko,0,0
2020-07-02,Kosciusko,4,3
2020-07-03,Kosciusko,0,0
2020-07-04,Kosciusko,2,1
2020-07-05,Kosciusko,0,0
2020-07-06,Kosciusko,1,0
2020-07-07,Kosciusko,1,3
2020-07-08,Kosciusko,1,0
2020-07-09,Kosciusko,3,4
2020-07-10,Kosciusko,1,1
2020-07-11,Kosciusko,1,0
2020-07-12,Kosciusko,1,0
2020-07-13,Kosciusko,1,1
2020-07-14,Kosciusko,1,0
2020-07-15,Kosciusko,0,1
2020-07-16,Kosciusko,1,1
2020-07-17,Kosciusko,0,0
2020-07-18,Kosciusko,1,1
2020-07-19,Kosciusko,0,0
2020-07-20,Kosciusko,2,0
2020-07-21,Kosciusko,1,1
2020-07-22,Kosciusko,4,0
2020-07-23,Kosciusko,0,0
2020-07-24,Kosciusko,3,0
2020-07-25,Kosciusko,1,0
2020-07-26,Kosciusko,0,0
2020-07-27,Kosciusko,0,0
2020-07-28,Kosciusko,1,0
2020-07-29,Kosciusko,0,2
2020-07-30,Kosciusko,0,0
2020-07-31,Kosciusko,2,1
2020-08-01,Kosciusko,1,0
2020-08-02,Kosciusko,0,0
2020-08-03,Kosciusko,1,0
2020-08-04,Kosciusko,0,0
2020-08-05,Kosciusko,1,0
2020-08-06,Kosciusko,0,0
2020-08-07,Kosciusko,1,1
2020-08-08,Kosciusko,2,0
2020-08-09,Kosciusko,1,1
2020-08-10,Kosciusko,1,0
2020-08-11,Kosciusko,0,1
2020-08-12,Kosciusko,1,0
2020-08-13,Kosciusko,1,0
2020-08-14,Kosciusko,2,2
2020-08-15,Kosciusko,0,2
2020-08-16,Kosciusko,1,1
2020-08-17,Kosciusko,0,0
2020-08-18,Kosciusko,0,0
2020-08-19,Kosciusko,0,1
2020-08-20,Kosciusko,1,0
2020-08-21,Kosciusko,2,0
2020-08-22,Kosciusko,3,1
2020-08-23,Kosciusko,0,0
2020-08-24,Kosciusko,0,1
2020-08-25,Kosciusko,0,1
2020-08-26,Kosciusko,1,0
2020-08-27,Kosciusko,0,0
2020-08-28,Kosciusko,0,0
2020-08-29,Kosciusko,0,1
2020-08-30,Kosciusko,1,1
2020-08-31,Kosciusko,1,1
2020-09-01,Kosciusko,1,0
2020-09-02,Kosciusko,2,1
2020-09-03,Kosciusko,0,1
2020-09-04,Kosciusko,0,0
2020-09-05,Kosciusko,0,0
2020-09-06,Kosciusko,0,0
2020-09-07,Kosciusko,0,0
2020-09-08,Kosciusko,0,0
2020-09-09,Kosciusko,1,2
2020-09-10,Kosciusko,0,0
2020-09-11,Kosciusko,1,1
2020-09-12,Kosciusko,0,0
2020-09-13,Kosciusko,1,1
2020-09-14,Kosciusko,1,2
2020-09-15,Kosciusko,1,1
2020-09-16,Kosciusko,1,0
2020-09-17,Kosciusko,2,1
2020-09-18,Kosciusko,0,0
2020-09-19,Kosciusko,0,0
2020-09-20,Kosciusko,2,0
2020-09-21,Kosciusko,1,1
2020-09-22,Kosciusko,0,0
2020-09-23,Kosciusko,0,0
2020-09-24,Kosciusko,0,0
2020-09-25,Kosciusko,0,0
2020-09-26,Kosciusko,0,2
2020-09-27,Kosciusko,5,1
2020-09-28,Kosciusko,1,1
2020-09-29,Kosciusko,1,1
2020-09-30,Kosciusko,2,3
2020-10-01,Kosciusko,2,0
2020-10-02,Kosciusko,1,0
2020-10-03,Kosciusko,3,1
2020-10-04,Kosciusko,4,3
2020-10-05,Kosciusko,3,3
2020-10-06,Kosciusko,1,0
2020-10-07,Kosciusko,2,2
2020-10-08,Kosciusko,1,1
2020-10-09,Kosciusko,2,2
2020-10-10,Kosciusko,2,2
2020-10-11,Kosciusko,4,4
2020-10-12,Kosciusko,1,1
2020-10-13,Kosciusko,4,1
2020-10-14,Kosciusko,2,1
2020-10-15,Kosciusko,2,3
2020-10-16,Kosciusko,2,3
2020-10-17,Kosciusko,4,2
2020-10-18,Kosciusko,2,3
2020-10-19,Kosciusko,4,0
2020-10-20,Kosciusko,4,2
2020-10-21,Kosciusko,1,1
2020-10-22,Kosciusko,4,3
2020-10-23,Kosciusko,5,2
2020-10-24,Kosciusko,4,3
2020-10-25,Kosciusko,7,5
2020-10-26,Kosciusko,8,3
2020-10-27,Kosciusko,4,5
2020-10-28,Kosciusko,3,3
2020-10-29,Kosciusko,1,3
2020-10-30,Kosciusko,4,2
2020-10-31,Kosciusko,1,3
2020-11-01,Kosciusko,6,3
2020-11-02,Kosciusko,8,4
2020-11-03,Kosciusko,5,3
2020-11-04,Kosciusko,9,3
2020-11-05,Kosciusko,11,3
2020-11-06,Kosciusko,7,3
2020-11-07,Kosciusko,5,1
2020-11-08,Kosciusko,7,3
2020-11-09,Kosciusko,5,2
2020-11-10,Kosciusko,7,3
2020-11-11,Kosciusko,12,5
2020-11-12,Kosciusko,7,3
2020-11-13,Kosciusko,2,3
2020-11-14,Kosciusko,12,4
2020-11-15,Kosciusko,1,2
2020-03-01,La Porte,0,2
2020-03-02,La Porte,1,1
2020-03-03,La Porte,1,0
2020-03-04,La Porte,1,0
2020-03-05,La Porte,0,0
2020-03-06,La Porte,1,1
2020-03-07,La Porte,1,1
2020-03-08,La Porte,1,0
2020-03-09,La Porte,0,0
2020-03-10,La Porte,0,0
2020-03-11,La Porte,1,0
2020-03-12,La Porte,1,1
2020-03-13,La Porte,2,0
2020-03-14,La Porte,2,0
2020-03-15,La Porte,0,0
2020-03-16,La Porte,0,0
2020-03-17,La Porte,1,0
2020-03-18,La Porte,0,1
2020-03-19,La Porte,1,0
2020-03-20,La Porte,0,0
2020-03-21,La Porte,0,1
2020-03-22,La Porte,1,0
2020-03-23,La Porte,0,1
2020-03-24,La Porte,0,0
2020-03-25,La Porte,1,0
2020-03-26,La Porte,2,1
2020-03-27,La Porte,0,0
2020-03-28,La Porte,2,2
2020-03-29,La Porte,1,1
2020-03-30,La Porte,2,1
2020-03-31,La Porte,1,1
2020-04-01,La Porte,2,1
2020-04-02,La Porte,0,1
2020-04-03,La Porte,0,0
2020-04-04,La Porte,1,0
2020-04-05,La Porte,0,0
2020-04-06,La Porte,2,2
2020-04-07,La Porte,2,0
2020-04-08,La Porte,0,0
2020-04-09,La Porte,0,0
2020-04-10,La Porte,0,0
2020-04-11,La Porte,1,1
2020-04-12,La Porte,3,1
2020-04-13,La Porte,0,1
2020-04-14,La Porte,2,1
2020-04-15,La Porte,0,0
2020-04-16,La Porte,2,1
2020-04-17,La Porte,0,1
2020-04-18,La Porte,1,0
2020-04-19,La Porte,1,3
2020-04-20,La Porte,2,1
2020-04-21,La Porte,3,2
2020-04-22,La Porte,1,1
2020-04-23,La Porte,0,1
2020-04-24,La Porte,2,1
2020-04-25,La Porte,1,3
2020-04-26,La Porte,2,2
2020-04-27,La Porte,2,4
2020-04-28,La Porte,0,2
2020-04-29,La Porte,4,3
2020-04-30,La Porte,0,1
2020-05-01,La Porte,1,1
2020-05-02,La Porte,3,2
2020-05-03,La Porte,0,0
2020-05-04,La Porte,3,2
2020-05-05,La Porte,2,1
2020-05-06,La Porte,3,6
2020-05-07,La Porte,3,1
2020-05-08,La Porte,2,2
2020-05-09,La Porte,0,1
2020-05-10,La Porte,1,1
2020-05-11,La Porte,4,3
2020-05-12,La Porte,3,4
2020-05-13,La Porte,1,2
2020-05-14,La Porte,3,1
2020-05-15,La Porte,0,3
2020-05-16,La Porte,0,1
2020-05-17,La Porte,2,1
2020-05-18,La Porte,2,2
2020-05-19,La Porte,2,1
2020-05-20,La Porte,1,0
2020-05-21,La Porte,1,0
2020-05-22,La Porte,1,0
2020-05-23,La Porte,2,3
2020-05-24,La Porte,1,0
2020-05-25,La Porte,1,3
2020-05-26,La Porte,1,1
2020-05-27,La Porte,1,0
2020-05-28,La Porte,3,0
2020-05-29,La Porte,0,0
2020-05-30,La Porte,1,1
2020-05-31,La Porte,2,1
2020-06-01,La Porte,2,1
2020-06-02,La Porte,1,1
2020-06-03,La Porte,1,0
2020-06-04,La Porte,1,1
2020-06-05,La Porte,1,1
2020-06-06,La Porte,0,0
2020-06-07,La Porte,2,2
2020-06-08,La Porte,1,0
2020-06-09,La Porte,0,0
2020-06-10,La Porte,3,1
2020-06-11,La Porte,1,0
2020-06-12,La Porte,0,1
2020-06-13,La Porte,2,2
2020-06-14,La Porte,1,0
2020-06-15,La Porte,1,0
2020-06-16,La Porte,0,0
2020-06-17,La Porte,1,1
2020-06-18,La Porte,0,1
2020-06-19,La Porte,0,0
2020-06-20,La Porte,1,0
2020-06-21,La Porte,1,0
2020-06-22,La Porte,0,1
2020-06-23,La Porte,1,1
2020-06-24,La Porte,0,0
2020-06-25,La Porte,1,0
2020-06-26,La Porte,0,0
2020-06-27,La Porte,0,0
2020-06-28,La Porte,4,0
2020-06-29,La Porte,3,0
2020-06-30,La Porte,1,0
2020-07-01,La Porte,2,0
2020-07-02,La Porte,1,1
2020-07-03,La Porte,2,1
2020-07-04,La Porte,3,2
2020-07-05,La Porte,2,0
2020-07-06,La Porte,9,1
2020-07-07,La Porte,2,1
2020-07-08,La Porte,1,1
2020-07-09,La Porte,4,1
2020-07-10,La Porte,0,0
2020-07-11,La Porte,0,0
2020-07-12,La Porte,2,0
2020-07-13,La Porte,2,0
2020-07-14,La Porte,2,3
2020-07-15,La Porte,0,2
2020-07-16,La Porte,1,4
2020-07-17,La Porte,2,1
2020-07-18,La Porte,0,0
2020-07-19,La Porte,2,1
2020-07-20,La Porte,1,0
2020-07-21,La Porte,0,1
2020-07-22,La Porte,1,0
2020-07-23,La Porte,2,1
2020-07-24,La Porte,0,1
2020-07-25,La Porte,4,3
2020-07-26,La Porte,3,2
2020-07-27,La Porte,3,1
2020-07-28,La Porte,2,1
2020-07-29,La Porte,0,0
2020-07-30,La Porte,2,0
2020-07-31,La Porte,3,0
2020-08-01,La Porte,4,3
2020-08-02,La Porte,0,0
2020-08-03,La Porte,2,0
2020-08-04,La Porte,1,2
