DISTRICT,DATE,COVID_COUNT,COVID_DEATHS,COVID_TEST,POSITIVITY_RATE_ALL_TESTS,COVID_COUNT_BY_SPECIMEN_COLLECTION_DATE
1,2020-04-28,88,2,570,17.58241758,105
1,2020-04-29,74,3,559,18.44197138,115
1,2020-04-30,94,10,681,11.77231565,94
1,2020-05-01,80,6,718,11.06965174,82
1,2020-05-02,69,4,347,13.16455696,54
1,2020-05-03,70,2,340,10.31746032,43
1,2020-05-04,85,2,871,10.0204499,96
1,2020-05-05,102,6,1058,13.19218241,148
1,2020-05-06,79,7,638,13.00699301,80
1,2020-05-07,90,7,808,10.79865017,84
1,2020-05-08,53,6,955,7.958801498,76
1,2020-05-09,63,4,671,11.26564673,79
1,2020-05-10,54,8,267,7.491856678,20
1,2020-05-11,83,6,886,7.12195122,68
1,2020-05-12,74,5,943,8.462238399,99
1,2020-05-13,110,4,637,8.322496749,55
1,2020-05-14,83,3,980,8.377425044,81
1,2020-05-15,75,7,1292,5.987611838,74
1,2020-05-16,41,6,628,10.53391053,69
1,2020-05-17,56,4,478,8.174904943,42
1,2020-05-18,62,8,900,9.500959693,88
1,2020-05-19,97,6,693,9.813084112,78
1,2020-05-20,79,7,984,9.417040359,97
1,2020-05-21,76,5,942,11.73752311,120
1,2020-05-22,84,3,1231,6.960227273,90
1,2020-05-23,89,3,600,10.07407407,65
1,2020-05-24,61,4,364,6.730769231,22
1,2020-05-25,34,2,256,8.552631579,23
1,2020-05-26,41,4,733,10.34482759,82
1,2020-05-27,166,2,807,7.676767677,64
1,2020-05-28,57,2,1122,7.423269094,87
1,2020-05-29,59,6,1042,5.848434926,70
1,2020-05-30,50,2,485,6.725663717,33
1,2020-05-31,33,3,356,5.528846154,19
1,2020-06-01,52,4,887,7.027027027,65
1,2020-06-02,124,4,595,4.993757803,34
1,2020-06-03,48,3,580,6.465517241,41
1,2020-06-04,52,4,719,6.285714286,43
1,2020-06-05,50,3,1006,5.468102734,55
1,2020-06-06,32,2,475,3.007518797,14
1,2020-06-07,27,3,328,5.347593583,22
1,2020-06-08,52,2,839,5.252918288,48
1,2020-06-09,36,4,698,6.417736289,45
1,2020-06-10,35,1,768,4.931794334,34
1,2020-06-11,28,2,955,5.178268251,48
1,2020-06-12,31,1,1083,4.754829123,53
1,2020-06-13,31,0,679,3.789731051,21
1,2020-06-14,37,0,402,4.297520661,27
1,2020-06-15,49,0,1171,4.46615492,58
1,2020-06-16,20,3,852,5.102880658,46
1,2020-06-17,92,5,1026,5.087319666,59
1,2020-06-18,47,0,1093,5.337078652,66
1,2020-06-19,43,0,1324,4.957678356,79
1,2020-06-20,50,1,707,5.244755245,43
1,2020-06-21,54,1,366,6,25
1,2020-06-22,59,1,1120,6.613372093,88
1,2020-06-23,47,0,1151,6.763636364,84
1,2020-06-24,90,0,890,6.72489083,74
1,2020-06-25,81,1,1311,7.046568627,99
1,2020-06-26,57,1,1306,6.257521059,92
1,2020-06-27,65,1,648,8.801020408,63
1,2020-06-28,51,0,493,9.225700165,41
1,2020-06-29,86,1,1233,7.101727447,99
1,2020-06-30,37,1,991,10.42471042,124
1,2020-07-01,121,1,1039,6.889050036,93
1,2020-07-02,109,1,1106,8.108108108,101
1,2020-07-03,67,1,792,8.456243854,78
1,2020-07-04,70,0,306,6.443298969,26
1,2020-07-05,45,1,421,6.309751434,33
1,2020-07-06,37,4,1538,10.04016064,190
1,2020-07-07,101,1,1334,8.826945412,139
1,2020-07-08,83,2,1178,8.825526137,119
1,2020-07-09,127,1,950,7.631389489,101
1,2020-07-10,196,1,1375,5.995475113,94
1,2020-07-11,88,0,604,6.770833333,49
1,2020-07-12,43,2,593,8.421052632,56
1,2020-07-13,119,0,1553,6.551240056,121
1,2020-07-14,80,0,1143,7.243589744,95
1,2020-07-15,116,1,1263,8.429351122,124
1,2020-07-16,93,0,1353,7.457457457,124
1,2020-07-17,121,2,1683,7.450254512,149
1,2020-07-18,77,1,825,8.440913605,77
1,2020-07-19,99,0,432,6.101694915,30
1,2020-07-20,87,3,1519,6.79281902,125
1,2020-07-21,121,0,1541,8.683473389,127
1,2020-07-22,123,3,1582,7.587548638,129
1,2020-07-23,102,2,1563,7.093184979,138
1,2020-07-24,100,1,1612,6.288209607,118
1,2020-07-25,126,0,599,7.074340528,50
1,2020-07-26,81,0,425,5.360443623,34
1,2020-07-27,107,1,1466,6.10217597,119
1,2020-07-28,51,1,1461,7.012622721,108
1,2020-07-29,102,1,1347,6.503613118,95
1,2020-07-30,82,2,1443,6.25,98
1,2020-07-31,92,1,1593,7.26942299,127
1,2020-08-01,91,2,692,8.606557377,51
1,2020-08-02,103,1,377,3.326810176,18
1,2020-08-03,65,0,1509,7.761904762,141
1,2020-08-04,104,1,1549,7.084233261,139
1,2020-08-05,173,1,1521,6.144170295,111
1,2020-08-06,156,3,1599,7.082779991,129
1,2020-08-07,99,0,1759,7.082833133,164
1,2020-08-08,124,1,704,6.728778468,54
1,2020-08-09,94,2,469,6.24024961,41
1,2020-08-10,95,4,1645,6.959863365,144
1,2020-08-11,71,0,1481,5.82999555,125
1,2020-08-12,146,0,1441,5.838393274,121
1,2020-08-13,153,1,1435,6.335952849,124
1,2020-08-14,128,0,1574,6.067961165,128
1,2020-08-15,98,1,650,4.75161987,57
1,2020-08-16,112,1,515,4.551201011,36
1,2020-08-17,113,1,1521,5.944798301,127
1,2020-08-18,55,1,1413,6.00244998,142
1,2020-08-19,111,0,1295,5.666223993,123
1,2020-08-20,136,2,1376,6.777378815,141
1,2020-08-21,140,2,1532,4.725050916,114
1,2020-08-22,105,1,645,4.612159329,47
1,2020-08-23,102,1,513,5.842391304,48
1,2020-08-24,68,0,1470,6.693803709,138
1,2020-08-25,78,1,1333,5.915492958,125
1,2020-08-26,117,1,1131,4.182509506,100
1,2020-08-27,106,1,1234,5.127020785,110
1,2020-08-28,139,2,1228,4.675925926,91
1,2020-08-29,66,0,500,4.278074866,40
1,2020-08-30,96,1,330,5.805243446,26
1,2020-08-31,53,2,1299,6.672845227,143
1,2020-09-01,56,0,1109,5.067264574,111
1,2020-09-02,108,2,1128,4.924242424,110
1,2020-09-03,105,2,1006,6.299603175,124
1,2020-09-04,128,2,1321,4.581497797,105
1,2020-09-05,80,2,528,3.399765533,32
1,2020-09-06,89,0,309,6,24
1,2020-09-07,37,2,382,3.220858896,24
1,2020-09-08,47,1,1338,5.259365994,138
1,2020-09-09,71,4,1076,4.975124378,104
1,2020-09-10,130,2,1091,5.310880829,106
1,2020-09-11,105,1,1172,4.514308746,116
1,2020-09-12,88,0,485,4.070556309,31
1,2020-09-13,68,1,370,4.09556314,18
1,2020-09-14,58,3,1226,5.033840948,116
1,2020-09-15,44,2,1039,4.268983755,102
1,2020-09-16,97,1,873,4.099821747,81
1,2020-09-17,121,3,1052,3.952843273,102
1,2020-09-18,109,1,1053,4.172951232,75
1,2020-09-19,77,3,465,6.216931217,43
1,2020-09-20,70,2,335,3.50877193,19
1,2020-09-21,52,0,1268,5.567765568,146
1,2020-09-22,60,2,1177,5.033029254,149
1,2020-09-23,108,3,849,5.879422023,114
1,2020-09-24,150,1,1135,4.936367142,136
1,2020-09-25,114,2,1120,5.367231638,105
1,2020-09-26,103,1,479,5.889014723,53
1,2020-09-27,112,1,404,6.240928882,41
1,2020-09-28,113,1,1456,6.749840051,208
1,2020-09-29,53,2,1213,5.276958374,156
1,2020-09-30,156,2,1090,6.633906634,150
1,2020-10-01,189,2,1304,5.981375358,175
1,2020-10-02,164,1,1447,5.332409972,164
1,2020-10-03,119,5,564,7.761529809,71
1,2020-10-04,142,1,434,7.172995781,51
1,2020-10-05,91,1,1716,6.414978514,223
1,2020-10-06,100,2,1567,5.278211128,200
1,2020-10-07,147,1,1409,8.087248322,247
1,2020-10-08,244,2,1443,6.506447831,230
1,2020-10-09,234,2,1437,8.798586572,283
1,2020-10-10,208,1,672,8.988764045,104
1,2020-10-11,226,1,534,11.02088167,101
1,2020-10-12,182,3,1905,8.733280881,335
1,2020-10-13,158,2,1709,7.117605468,313
1,2020-10-14,234,4,1646,9.625821194,350
1,2020-10-15,310,5,1913,6.918997107,317
1,2020-10-16,364,3,1896,8.92906815,312
1,2020-10-17,236,3,799,8.339651251,145
1,2020-10-18,275,0,582,12.60583255,144
1,2020-10-19,237,2,1955,10.75574508,450
1,2020-10-20,291,4,2026,8.208296558,417
1,2020-10-21,326,2,1761,,438
1,2020-10-22,386,3,1865,,418
1,2020-10-23,402,2,1197,,255
1,2020-10-24,357,2,438,,100
1,2020-10-25,332,2,109,,29
1,2020-10-26,322,3,5,,5
10,2020-02-26,0,0,0,0,0
10,2020-02-27,0,0,0,0,0
10,2020-02-28,0,0,0,0,0
10,2020-02-29,0,0,0,0,0
10,2020-03-02,0,0,0,0,0
10,2020-03-03,0,0,0,0,0
10,2020-03-04,0,0,0,0,0
10,2020-03-05,0,0,0,0,0
10,2020-03-06,0,0,1,0,0
10,2020-03-07,0,0,0,0,0
10,2020-03-08,0,0,0,0,0
10,2020-03-09,0,0,0,0,0
10,2020-03-10,0,0,1,0,0
10,2020-03-11,0,0,5,0,0
10,2020-03-12,0,0,5,0,0
10,2020-03-13,0,0,6,16.66666667,1
10,2020-03-14,0,0,2,0,0
10,2020-03-15,0,0,7,14.28571429,1
10,2020-03-16,0,0,17,5.882352941,1
10,2020-03-17,0,0,24,0,0
10,2020-03-18,0,0,39,2.564102564,1
10,2020-03-19,1,0,69,7.142857143,5
10,2020-03-20,0,0,53,5.454545455,2
10,2020-03-21,1,0,64,6.25,4
10,2020-03-22,0,0,42,16.66666667,7
10,2020-03-23,2,0,70,2.816901408,4
10,2020-03-24,0,0,98,2.040816327,2
10,2020-03-25,8,0,98,11,11
10,2020-03-26,2,0,89,7.692307692,6
10,2020-03-27,10,0,59,1.639344262,2
10,2020-03-28,13,0,16,31.25,5
10,2020-03-29,0,0,26,18.51851852,5
10,2020-03-30,5,0,63,22.72727273,18
10,2020-03-31,3,0,94,7.368421053,8
10,2020-04-01,8,0,109,4.504504505,6
10,2020-04-02,17,0,155,3.773584906,7
10,2020-04-03,9,0,161,6.134969325,11
10,2020-04-04,9,0,128,7.575757576,10
10,2020-04-05,13,0,104,4.672897196,5
10,2020-04-06,10,1,179,8.791208791,17
10,2020-04-07,10,1,198,8.333333333,23
10,2020-04-08,17,1,176,7.865168539,18
10,2020-04-09,13,1,146,3.333333333,7
10,2020-04-10,6,0,106,8.181818182,7
10,2020-04-11,13,1,68,7.142857143,7
10,2020-04-12,4,0,57,5.970149254,4
10,2020-04-13,7,1,192,6.862745098,14
10,2020-04-14,16,0,171,4.324324324,5
10,2020-04-15,18,0,195,8.878504673,14
10,2020-04-16,8,0,181,6.435643564,13
10,2020-04-17,13,1,204,7.339449541,15
10,2020-04-18,15,4,90,5.454545455,10
10,2020-04-19,6,0,41,17.77777778,9
10,2020-04-20,13,4,160,10.55555556,10
10,2020-04-21,12,3,184,5.670103093,10
10,2020-04-22,16,2,160,11.23595506,17
10,2020-04-23,11,1,151,4.519774011,8
10,2020-04-24,13,3,281,6.148867314,16
10,2020-04-25,6,2,123,8.219178082,12
10,2020-04-26,8,2,127,4.379562044,5
10,2020-04-27,10,0,270,5.102040816,14
10,2020-04-28,13,0,256,4.861111111,14
10,2020-04-29,14,2,230,5.747126437,13
10,2020-04-30,11,1,230,2.380952381,5
10,2020-05-01,17,1,205,3.571428571,8
10,2020-05-02,6,1,174,4.255319149,7
10,2020-05-03,3,1,99,8.108108108,8
10,2020-05-04,9,2,579,5.22875817,32
10,2020-05-05,18,1,481,4.093567251,15
10,2020-05-06,22,1,531,2.852049911,14
10,2020-05-07,16,0,651,2.790014684,22
10,2020-05-08,14,1,569,2.809917355,15
10,2020-05-09,11,1,134,5.369127517,8
10,2020-05-10,8,0,105,5.309734513,6
10,2020-05-11,21,2,276,9.17721519,21
10,2020-05-12,20,2,194,7.04845815,14
10,2020-05-13,14,1,302,6.948640483,21
10,2020-05-14,19,1,318,4,11
10,2020-05-15,26,1,876,13.36161188,121
10,2020-05-16,43,0,165,1.162790698,2
10,2020-05-17,67,0,79,1.136363636,2
10,2020-05-18,6,2,334,6.756756757,22
10,2020-05-19,5,0,284,5.504587156,16
10,2020-05-20,18,0,293,5.074626866,16
10,2020-05-21,7,1,377,4.502369668,18
10,2020-05-22,26,0,341,3.100775194,10
10,2020-05-23,11,2,167,2.631578947,4
10,2020-05-24,16,0,115,3.053435115,3
10,2020-05-25,4,0,81,9.278350515,7
10,2020-05-26,6,0,370,5.251141553,21
10,2020-05-27,16,1,257,4.487179487,10
10,2020-05-28,20,0,356,3.712871287,14
10,2020-05-29,9,0,379,3.209876543,13
10,2020-05-30,14,0,192,3.414634146,7
10,2020-05-31,11,0,182,4.522613065,8
10,2020-06-01,10,1,426,4.458598726,17
10,2020-06-02,14,0,293,6.725146199,21
10,2020-06-03,14,1,434,4.008016032,18
10,2020-06-04,16,0,476,3.743315508,20
10,2020-06-05,16,2,465,3.262955854,16
10,2020-06-06,18,0,181,3.317535545,5
10,2020-06-07,12,0,157,4.761904762,9
10,2020-06-08,14,0,425,4.948453608,23
10,2020-06-09,10,0,247,4.240282686,10
10,2020-06-10,18,0,400,8.178438662,45
10,2020-06-11,22,0,953,1.568265683,15
10,2020-06-12,22,1,724,1.019252548,7
10,2020-06-13,22,0,378,1.49750416,9
10,2020-06-14,10,1,188,1.357466063,1
10,2020-06-15,8,0,909,2.335025381,22
10,2020-06-16,12,0,681,1.682692308,10
10,2020-06-17,20,0,635,2.789400279,18
10,2020-06-18,7,3,866,1.849948613,16
10,2020-06-19,12,1,824,1.787592008,14
10,2020-06-20,15,0,383,1.395348837,6
10,2020-06-21,11,0,127,1.630434783,3
10,2020-06-22,8,1,794,3.76344086,31
10,2020-06-23,19,0,511,1.845637584,14
10,2020-06-24,23,0,663,2.792553191,23
10,2020-06-25,13,2,553,3.481012658,25
10,2020-06-26,22,0,670,3.372243839,37
10,2020-06-27,25,1,316,2.791878173,14
10,2020-06-28,21,1,312,3.743315508,17
10,2020-06-29,19,1,710,4.152249135,44
10,2020-06-30,36,0,692,4.041570439,52
10,2020-07-01,44,0,569,5.497771174,47
10,2020-07-02,49,0,715,5.046948357,52
10,2020-07-03,42,1,582,3.085553997,35
10,2020-07-04,48,0,287,7.120743034,37
10,2020-07-05,35,0,384,6.651376147,36
10,2020-07-06,58,0,867,7.135777998,87
10,2020-07-07,46,0,894,6.3507109,78
10,2020-07-08,65,0,820,7.383966245,95
10,2020-07-09,101,0,1061,6.183889341,100
10,2020-07-10,78,1,1038,6,91
10,2020-07-11,70,0,921,5.737704918,76
10,2020-07-12,70,1,726,7.065868263,83
10,2020-07-13,118,0,1133,6.911142454,108
10,2020-07-14,102,1,1340,6.102117061,126
10,2020-07-15,99,0,1202,5.886243386,110
10,2020-07-16,93,1,1466,6.001062135,135
10,2020-07-17,96,0,1354,4.665898618,92
10,2020-07-18,134,0,752,4.845814978,57
10,2020-07-19,81,0,600,6.849315068,65
10,2020-07-20,80,0,1154,6.289308176,110
10,2020-07-21,114,2,1226,6.472919419,111
10,2020-07-22,95,2,1231,6.206014075,106
10,2020-07-23,111,2,1143,6.706507304,106
10,2020-07-24,101,1,1119,6.053119209,92
10,2020-07-25,96,1,492,7.608695652,54
10,2020-07-26,46,1,327,8.470588235,49
10,2020-07-27,87,0,875,6.412103746,88
10,2020-07-28,76,0,928,7.857142857,105
10,2020-07-29,93,4,883,5.945499587,77
10,2020-07-30,96,4,879,6.202849958,89
10,2020-07-31,98,1,818,5.579399142,78
10,2020-08-01,68,0,492,7.331378299,59
10,2020-08-02,55,0,365,9.819639279,49
10,2020-08-03,77,1,892,5.230557467,103
10,2020-08-04,77,1,941,5.66552901,80
10,2020-08-05,91,0,839,6.710853355,112
10,2020-08-06,116,1,907,4.381846635,73
10,2020-08-07,72,1,932,4.423592493,76
10,2020-08-08,81,0,463,4.299363057,51
10,2020-08-09,59,0,290,4.785894207,27
10,2020-08-10,55,0,963,4.23216445,80
10,2020-08-11,52,1,872,5.60875513,90
10,2020-08-12,73,2,857,5.646890636,91
10,2020-08-13,88,0,763,3.149606299,61
10,2020-08-14,90,2,816,4.671532847,78
10,2020-08-15,53,2,394,6.213592233,48
10,2020-08-16,53,2,320,5.656108597,38
10,2020-08-17,70,2,1023,5.74516496,132
10,2020-08-18,68,0,974,4.63362069,99
10,2020-08-19,99,2,911,4.996712689,91
10,2020-08-20,110,0,1022,3.610771114,67
10,2020-08-21,91,2,945,3.476482618,57
10,2020-08-22,37,1,421,5.477031802,49
10,2020-08-23,50,1,456,4.745762712,44
10,2020-08-24,58,2,986,6.165311653,120
10,2020-08-25,108,0,897,5.724299065,115
10,2020-08-26,94,0,883,4.229607251,101
10,2020-08-27,109,2,930,3.788373612,73
10,2020-08-28,86,0,984,3.6116045,78
10,2020-08-29,80,0,421,3.47107438,43
10,2020-08-30,74,0,292,4.47761194,49
10,2020-08-31,56,3,1012,4.28769018,87
10,2020-09-01,62,0,983,3.771760155,103
10,2020-09-02,84,2,906,3.615098352,87
10,2020-09-03,94,0,818,3.529411765,95
10,2020-09-04,99,2,855,4.025559105,84
10,2020-09-05,66,1,387,3.858024691,62
10,2020-09-06,54,0,277,3.636363636,50
10,2020-09-07,65,2,309,7.592592593,48
10,2020-09-08,42,1,1048,4.042466313,124
10,2020-09-09,124,0,949,4.184457728,134
10,2020-09-10,145,1,1024,3.981937603,143
10,2020-09-11,120,2,1043,3.59462971,123
10,2020-09-12,105,0,491,3.125,64
10,2020-09-13,99,2,378,2.626970228,57
10,2020-09-14,95,2,874,4.613166747,158
10,2020-09-15,115,3,809,5.598958333,185
10,2020-09-16,109,2,875,4.500642949,145
10,2020-09-17,138,2,879,4.798099762,132
10,2020-09-18,145,1,790,5.935050392,119
10,2020-09-19,145,0,430,7.882534776,82
10,2020-09-20,89,0,343,5.496453901,70
10,2020-09-21,116,1,810,6.274319066,145
10,2020-09-22,108,0,853,3.591070851,154
10,2020-09-23,99,4,848,6.166982922,171
10,2020-09-24,175,4,798,5.153664303,122
10,2020-09-25,147,2,806,6.72934191,147
10,2020-09-26,144,4,404,3.604651163,84
10,2020-09-27,133,1,316,9.356725146,102
10,2020-09-28,137,4,786,9.972552608,273
10,2020-09-29,153,6,970,5.085748078,207
10,2020-09-30,202,3,925,6.826206355,191
10,2020-10-01,162,5,871,7.104316547,190
10,2020-10-02,224,2,858,7.139479905,198
10,2020-10-03,170,5,514,4.750593824,102
10,2020-10-04,140,1,363,8.275862069,90
10,2020-10-05,114,1,1050,7.769617317,234
10,2020-10-06,196,4,1129,6.171067738,260
10,2020-10-07,162,3,957,6.223908918,235
10,2020-10-08,239,5,1017,8.079268293,247
10,2020-10-09,279,3,864,7.828394516,207
10,2020-10-10,216,4,600,5.737704918,134
10,2020-10-11,193,2,401,8.739255014,100
10,2020-10-12,200,3,965,9.365781711,287
10,2020-10-13,129,5,1083,5.203687184,209
10,2020-10-14,142,3,845,7.320441989,213
10,2020-10-15,207,3,898,6.917069543,210
10,2020-10-16,292,7,766,6.483300589,177
10,2020-10-17,235,5,452,4.872646733,105
10,2020-10-18,118,9,315,7.575757576,95
10,2020-10-19,131,4,828,7.445063955,297
10,2020-10-20,192,3,909,5.277310924,231
10,2020-10-21,276,2,904,,250
10,2020-10-22,245,3,809,,307
10,2020-10-23,314,0,600,,178
10,2020-10-24,222,1,366,,117
10,2020-10-25,198,1,276,,100
10,2020-10-26,155,3,56,,11
2,2020-02-26,0,0,0,0,0
2,2020-02-27,0,0,0,0,0
2,2020-02-28,0,0,0,0,0
2,2020-02-29,0,0,0,0,0
2,2020-03-02,0,0,0,0,0
2,2020-03-03,0,0,0,0,0
2,2020-03-04,0,0,0,0,0
2,2020-03-05,0,0,1,0,0
2,2020-03-06,0,0,1,0,0
2,2020-03-07,0,0,0,0,0
2,2020-03-08,0,0,1,0,0
2,2020-03-09,0,0,3,33.33333333,1
2,2020-03-10,0,0,5,0,0
2,2020-03-11,0,0,10,0,0
2,2020-03-12,1,0,34,11.76470588,4
2,2020-03-13,0,0,64,0,0
2,2020-03-14,0,0,37,5.405405405,2
2,2020-03-15,0,0,38,7.894736842,3
2,2020-03-16,0,0,139,3.597122302,6
2,2020-03-17,0,0,148,2.027027027,3
2,2020-03-18,2,0,99,8.080808081,10
2,2020-03-19,3,0,177,8.474576271,16
2,2020-03-20,1,0,137,10.14492754,14
2,2020-03-21,2,0,75,7.792207792,5
2,2020-03-22,4,0,53,1.886792453,1
2,2020-03-23,7,1,189,8.673469388,18
2,2020-03-24,5,0,143,5.594405594,6
2,2020-03-25,5,0,174,7.954545455,23
2,2020-03-26,12,0,162,7.100591716,14
2,2020-03-27,7,0,139,6.993006993,11
2,2020-03-28,2,0,51,7.272727273,5
2,2020-03-29,6,1,38,18.42105263,7
2,2020-03-30,22,1,148,19.10828025,30
2,2020-03-31,9,0,143,7.792207792,14
2,2020-04-01,15,1,149,7.894736842,10
2,2020-04-02,13,0,148,8.823529412,18
2,2020-04-03,23,0,130,12.14285714,16
2,2020-04-04,21,0,94,14.42307692,12
2,2020-04-05,17,1,89,9.708737864,7
2,2020-04-06,26,0,219,10.63829787,27
2,2020-04-07,20,0,175,8.021390374,18
2,2020-04-08,19,1,136,7.482993197,12
2,2020-04-09,25,0,231,13.94422311,40
2,2020-04-10,22,1,224,14.16309013,36
2,2020-04-11,26,1,113,26.44628099,31
2,2020-04-12,11,1,176,26.34408602,59
2,2020-04-13,55,1,406,11.18881119,56
2,2020-04-14,45,0,521,12.02872531,54
2,2020-04-15,50,2,493,10.38461538,50
2,2020-04-16,60,0,487,4.725897921,24
2,2020-04-17,54,1,529,6.702898551,47
2,2020-04-18,19,1,178,5.911330049,12
2,2020-04-19,24,1,204,12.10762332,25
2,2020-04-20,37,0,567,8.724832215,51
2,2020-04-21,29,1,459,8.686868687,42
2,2020-04-22,40,3,517,9.72972973,59
2,2020-04-23,59,0,649,10.1744186,72
2,2020-04-24,64,2,524,6.479859895,30
2,2020-04-25,48,3,214,7.228915663,15
2,2020-04-26,30,2,172,6,14
2,2020-04-27,45,4,589,8.037094281,43
2,2020-04-28,36,0,660,5.761316872,29
2,2020-04-29,24,0,823,4.8,34
2,2020-04-30,26,3,775,5.005959476,40
2,2020-05-01,7,3,639,7.834757835,56
2,2020-05-02,34,2,276,6.129032258,13
2,2020-05-03,21,5,165,6.763285024,13
2,2020-05-04,40,0,644,7.11409396,50
2,2020-05-05,48,5,617,5.657708628,43
2,2020-05-06,45,0,679,4.82398957,40
2,2020-05-07,64,1,855,6.753812636,71
2,2020-05-08,41,1,710,9.125,75
2,2020-05-09,75,2,302,6.845238095,26
2,2020-05-10,36,1,148,5.084745763,12
2,2020-05-11,58,3,910,9.32038835,111
2,2020-05-12,30,1,832,7.944915254,76
2,2020-05-13,92,2,782,8.457142857,81
2,2020-05-14,49,1,783,5.488474204,56
2,2020-05-15,67,1,1084,9.711075441,123
2,2020-05-16,56,1,296,7.98816568,29
2,2020-05-17,37,0,227,8.219178082,26
2,2020-05-18,80,3,1014,9.335576114,112
2,2020-05-19,94,2,1003,6.527415144,91
2,2020-05-20,91,1,956,9.484346225,101
2,2020-05-21,79,2,987,6.791778374,90
2,2020-05-22,80,0,1146,8.282674772,107
2,2020-05-23,88,2,314,6.756756757,27
2,2020-05-24,42,0,165,8.653846154,16
2,2020-05-25,103,0,141,10.98901099,18
2,2020-05-26,34,0,1235,9.376927822,151
2,2020-05-27,39,0,926,10.47448523,115
2,2020-05-28,105,2,959,8.993766696,103
2,2020-05-29,137,2,1132,8.728367193,111
2,2020-05-30,85,3,361,8.612440191,39
2,2020-05-31,55,1,278,7.926829268,32
2,2020-06-01,108,1,1228,12.63011797,193
2,2020-06-02,86,1,1043,8.851674641,120
2,2020-06-03,129,1,1155,7.953723789,114
2,2020-06-04,146,1,1178,9.143268539,145
2,2020-06-05,91,4,1243,7.476635514,105
2,2020-06-06,149,0,390,6.359649123,39
2,2020-06-07,56,0,253,11.82432432,35
2,2020-06-08,90,1,1539,9.810479376,183
2,2020-06-09,76,2,1105,8.69247626,121
2,2020-06-10,108,2,1330,7.893061744,145
2,2020-06-11,88,3,1451,7.568807339,134
2,2020-06-12,147,0,1449,6.168831169,116
2,2020-06-13,108,1,603,5.579399142,41
2,2020-06-14,107,2,261,11.29943503,53
2,2020-06-15,125,2,1680,6.066350711,147
2,2020-06-16,59,0,1403,6.205770278,120
2,2020-06-17,180,3,1644,6.954436451,143
2,2020-06-18,116,2,1376,4.68061674,95
2,2020-06-19,101,0,1340,4.761904762,81
2,2020-06-20,101,3,422,9.073359073,48
2,2020-06-21,52,0,224,6.145251397,26
2,2020-06-22,77,3,1306,8.22749862,152
2,2020-06-23,73,1,1402,5.687693899,122
2,2020-06-24,170,1,1228,6.363069245,111
2,2020-06-25,99,3,1248,6.841165973,103
